# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,x-power,our-inked,our-ink-percent,our-count,our-color,our-theme,their-inked,their-ink-percent,their-count,their-color,their-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_challenge,asari,masaba,300,bravo,FALSE,S,,,,20,,,,,35,,,splatcharger,12,8,4,4,2,898,,pablo,16,14,2,8,3,778,,sharp,8,3,5,3,7,1770,,hissen,11,8,3,4,2,671,,splatspinner,8,4,4,8,4,751,,sharp,5,5,0,7,1,1179,,heroshooter_replica,7,7,0,10,2,1059,,sharp,4,3,1,8,3,1176,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_challenge,asari,masaba,320,bravo,FALSE,S,,,,20,,,,,42,,,splatcharger,7,7,0,4,4,1081,,sharp,17,13,4,10,2,1264,,heroshooter_replica,10,9,1,13,1,1237,,sharp,2,2,0,7,2,703,,bold,14,13,1,7,6,1301,,sshooter,10,10,0,10,0,920,,dynamo,8,6,2,8,5,1288,,soytuber,6,5,1,6,2,714,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_challenge,asari,mahimahi,119,bravo,TRUE,S,,,,0,,,,,100,,,splatcharger,3,3,0,3,0,310,,sharp,6,4,2,6,0,516,,pablo,3,3,0,4,1,408,,sshooter,4,2,2,8,0,318,,sshooter,8,7,1,2,0,623,,jimuwiper,8,6,2,4,0,476,,rapid,6,4,2,4,0,345,,bold,2,2,0,2,0,348,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_challenge,asari,masaba,300,bravo,FALSE,S,,,,20,,,,,44,,,splatcharger,11,9,2,3,3,1104,,nzap85,11,5,6,4,5,1223,,hissen,8,6,2,5,4,974,,nzap85,9,5,4,7,2,983,,carbon,8,6,2,5,0,899,,furo,7,5,2,5,4,1203,,drivewiper,6,4,2,8,2,797,,maneuver,5,4,1,7,4,1309,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_open,yagura,yunohana,129,bravo,TRUE,S,,,,0,,,,,100,,,splatcharger,2,1,1,4,1,345,,pablo,6,3,3,6,0,575,,tristringer,3,2,1,4,1,333,,heroshooter_replica,3,2,1,6,0,385,,hokusai,13,13,0,2,2,684,,sshooter,3,2,1,1,2,461,,bucketslosher,2,1,1,3,2,345,,sshooter,5,4,1,2,2,568,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_open,yagura,yunohana,300,bravo,FALSE,S,,,,24,,,,,78,,,splatcharger,11,9,2,7,3,781,,pablo,11,10,1,12,3,754,,96gal,10,8,2,10,3,949,,heroshooter_replica,5,4,1,9,1,963,,dualsweeper,15,7,8,4,5,976,,splatcharger,12,12,0,6,1,928,,hokusai,16,11,5,10,0,779,,screwslosher,10,8,2,11,2,798,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_challenge,asari,mahimahi,320,bravo,FALSE,S+ 50,,,,0,,,,,70,,,tristringer,9,7,2,6,6,1131,,tristringer,12,6,6,5,6,1139,,longblaster,12,8,4,15,0,630,,splatspinner,6,5,1,10,6,1455,,sharp,13,9,4,3,4,1447,,dualsweeper,11,6,5,6,5,1392,,splatcharger,11,10,1,8,1,553,,screwslosher,13,9,4,10,4,1300,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_challenge,asari,masaba,320,alpha,FALSE,S+ 50,,,,20,,,,,19,,,tristringer,11,5,6,1,6,1329,,screwslosher,10,7,3,4,4,1529,,sharp,10,7,3,6,4,1284,,drivewiper,6,3,3,9,1,879,,quadhopper_black,10,8,2,6,3,1149,,sharp,9,6,3,5,6,1652,,nzap85,4,1,3,7,3,823,,barrelspinner,7,5,2,4,6,1419,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_challenge,asari,masaba,300,bravo,FALSE,S,,,,0,,,,,60,,,splatcharger,10,8,2,6,2,1027,,variableroller,8,8,0,9,4,1344,,tristringer,4,1,3,9,4,943,,heroshooter_replica,9,8,1,9,2,1090,,sshooter,16,15,1,6,4,1222,,wakaba,2,1,1,7,5,1345,,52gal,13,12,1,8,2,799,,furo,6,5,1,4,4,1175,
Drizzle Season 2022,2022-11-15T02:00:00+00:00,1.2.1,bankara_open,yagura,mategai,300,alpha,FALSE,S+ 50,,,,79,,,,,48,,,tristringer,11,5,6,2,7,1128,,nova,18,16,2,8,4,752,,drivewiper,10,7,3,11,3,757,,rapid,9,6,3,4,4,1086,,sharp,7,4,3,12,3,922,,sputtery,15,12,3,9,2,841,,jetsweeper,12,6,6,6,3,830,,jimuwiper,5,3,2,7,2,904,
