# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,x-power,our-inked,our-ink-percent,our-count,our-color,our-theme,their-inked,their-ink-percent,their-count,their-color,their-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,amabi,180,alpha,,,,3728,47.5,,,,3775,46.4,,,,screwslosher,4,4,0,0,3,1002,,52gal,6,5,1,5,3,989,,sharp,7,5,2,1,3,939,,sharp,4,2,2,3,2,798,,sshooter,2,2,0,4,3,1015,,sharp,4,3,1,5,2,983,,bold,2,1,1,4,1,943,,screwslosher,4,3,1,3,2,834,
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,kinmedai,180,bravo,,,,3246,39.4,,,,3371,49.2,,,,screwslosher,2,1,1,6,0,626,,furo,5,4,1,3,3,1119,,dualsweeper,8,7,1,5,2,883,,liter4k,6,6,0,3,1,618,,dualsweeper,9,5,4,6,3,1041,,furo,2,1,1,3,3,951,,screwslosher,8,8,0,3,2,897,,liter4k,3,3,0,6,0,482,
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,kinmedai,180,bravo,,,,3228,33.0,,,,3694,57.8,,,,screwslosher,4,4,0,3,2,935,,sshooter,7,5,2,5,3,1116,,dualsweeper,3,3,0,5,2,784,,carbon,0,0,0,3,1,393,,splatroller,5,4,1,2,3,984,,dualsweeper,7,3,4,5,2,969,,screwslosher,7,6,1,4,2,930,,wakaba,5,3,2,1,2,811,
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,amabi,180,alpha,,,,3724,58.7,,,,3264,33.5,,,,screwslosher,4,2,2,2,0,731,,l3reelgun,9,6,3,0,4,1151,,sshooter,8,4,4,1,3,970,,sshooter,11,11,0,0,3,872,,wakaba,1,1,0,5,2,1189,,sharp,1,1,0,4,1,714,,sharp,0,0,0,6,1,707,,hissen,2,1,1,8,1,654,
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,kinmedai,180,alpha,,,,4169,53.8,,,,4013,39.7,,,,screwslosher,5,4,1,1,3,1047,,sharp,7,7,0,1,4,1374,,sharp,5,4,1,4,3,948,,tristringer,4,2,2,1,3,800,,sharp,4,4,0,4,3,1176,,lact450,1,0,1,4,5,1107,,wakaba,2,2,0,5,1,922,,screwslosher,1,1,0,4,2,808,
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,kinmedai,180,alpha,,,,3473,48.4,,,,3501,45.5,,,,screwslosher,8,6,2,4,2,942,,sshooter,6,4,2,3,3,924,,sshooter,9,8,1,4,3,919,,bottlegeyser,2,0,2,2,2,688,,promodeler_mg,4,3,1,3,2,1124,,screwslosher,6,5,1,4,2,871,,bottlegeyser,1,1,0,5,2,800,,52gal,4,3,1,6,1,706,
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,kinmedai,180,alpha,,,,4012,46.9,,,,4066,46.6,,,,screwslosher,5,4,1,3,2,812,,sharp,3,2,1,3,3,1368,,52gal,4,2,2,1,3,1097,,nova,8,8,0,7,0,735,,wakaba,4,3,1,5,2,1129,,wakaba,4,2,2,6,2,992,,rapid,5,4,1,4,3,980,,bucketslosher,5,5,0,1,3,965,
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,amabi,180,alpha,,,,3740,46.5,,,,3689,44.9,,,,screwslosher,7,7,0,2,2,973,,sharp,6,5,1,2,3,1075,,dualsweeper,5,3,2,3,3,993,,bold,2,1,1,4,1,699,,sharp,3,1,2,4,5,1197,,sharp,5,5,0,3,2,946,,dualsweeper,6,2,4,4,2,787,,screwslosher,4,3,1,5,1,759,
Drizzle Season 2022,2022-11-13T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,amabi,180,alpha,,,,3906,48.5,,,,4095,44.9,,,,screwslosher,4,1,3,2,2,719,,lact450,1,1,0,2,4,1146,,pablo,5,5,0,1,4,1068,,pablo,1,1,0,1,4,973,,lact450,0,0,0,1,4,1109,,pablo,1,1,0,3,4,1032,,hokusai,5,4,1,2,2,1010,,screwslosher,2,1,1,2,1,944,
Drizzle Season 2022,2022-11-13T02:00:00+00:00,1.2.1,splatfest_challenge,nawabari,yunohana,180,alpha,,,,3689,61.6,,,,3393,33.9,,,,screwslosher,4,2,2,4,1,635,,wakaba,4,2,2,2,3,1080,,sharp,7,7,0,3,2,1005,,hydra,7,6,1,1,3,969,,sharp,5,4,1,3,3,1002,,promodeler_mg,2,1,1,6,1,924,,barrelspinner,3,2,1,4,2,911,,bucketslosher,4,3,1,4,1,556,
