# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,x-power,our-inked,our-ink-percent,our-count,our-color,our-theme,their-inked,their-ink-percent,their-count,their-color,their-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,namero,300,alpha,FALSE,,,,,92,,,,,41,,,rapid_elite,22,13,9,5,4,1173,,splatroller,10,4,6,8,1,758,,screwslosher,19,12,7,4,5,1559,,dualsweeper,14,10,4,8,2,847,,clashblaster,10,6,4,12,2,1046,,drivewiper,9,9,0,10,2,1163,,dualsweeper,5,3,2,10,4,1124,,splatscope,8,7,1,9,3,841,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,gonzui,243,alpha,TRUE,,,,,100,,,,,0,,,bamboo14mk1,12,9,3,5,2,762,,screwslosher,11,9,2,7,0,840,,quadhopper_black,10,7,3,7,3,1138,,barrelspinner,5,4,1,6,2,806,,splatcharger,10,9,1,6,2,919,,drivewiper,9,5,4,8,3,1039,,bottlegeyser,5,4,1,9,1,454,,splatroller,9,7,2,7,2,796,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,regular,nawabari,zatou,180,bravo,,,,3637,46.2,,,,3598,46.4,,,,longblaster,4,3,1,3,2,534,,pablo,3,1,2,3,5,1140,,bold,2,2,0,4,2,1139,,splatroller,4,3,1,2,3,824,,sputtery,2,2,0,3,3,1080,,bold,6,4,2,5,3,1045,,squiclean_a,2,2,0,1,3,743,,liter4k_scope,7,4,3,0,2,730,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,gonzui,57,bravo,TRUE,,,,,0,,,,,100,,,screwslosher,1,1,0,2,1,238,,screwslosher,1,1,0,2,0,155,,kugelschreiber,0,0,0,2,0,175,,maneuver,0,0,0,3,0,152,,splatscope,6,6,0,0,1,299,,pablo,2,2,0,0,2,461,,nzap85,2,0,2,1,1,268,,sshooter,1,1,0,1,0,238,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,gonzui,51,alpha,TRUE,,,,,100,,,,,0,,,screwslosher,7,6,1,0,1,314,,screwslosher,4,0,4,1,1,262,,jimuwiper,1,1,0,0,1,269,,maneuver,1,0,1,1,1,277,,barrelspinner,1,1,0,2,0,243,,liter4k_scope,1,1,0,1,1,170,,splatroller,0,0,0,2,0,192,,prime,0,0,0,2,0,142,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,regular,nawabari,chozame,180,bravo,,,,2747,30.2,,,,3144,48.0,,,,longblaster,7,4,3,6,1,480,,nzap85,11,8,3,6,3,1084,,nautilus47,7,4,3,4,1,691,,liter4k,1,1,0,2,2,492,,wakaba,3,3,0,5,1,1080,,barrelspinner,6,2,4,2,3,880,,rapid,10,9,1,4,1,671,,splatroller,4,4,0,6,1,513,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,gonzui,300,bravo,FALSE,,,,,45,,,,,48,,,longblaster,10,5,5,8,3,821,,bamboo14mk1,12,7,5,7,4,1191,,sshooter,12,9,3,8,1,1423,,52gal,15,13,2,7,5,982,,hotblaster,14,13,1,10,2,1121,,sshooter,10,9,1,6,5,1266,,screwslosher,4,4,0,9,2,702,,sharp,5,4,1,9,3,1045,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,gonzui,45,alpha,TRUE,,,,,100,,,,,0,,,longblaster,4,2,2,0,1,322,,sshooter,4,3,1,0,1,316,,screwslosher,3,3,0,1,0,194,,bottlegeyser,2,0,2,0,0,181,,hokusai,1,1,0,2,0,250,,rapid,1,0,1,2,0,152,,jimuwiper,0,0,0,2,0,183,,tristringer,0,0,0,2,0,177,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,gonzui,239,alpha,TRUE,,,,,100,,,,,0,,,longblaster,12,8,4,4,3,729,,longblaster,17,13,4,3,3,920,,bottlegeyser,8,3,5,6,3,811,,screwslosher,8,5,3,8,2,805,,52gal,9,6,3,9,3,820,,dynamo,6,5,1,9,0,487,,tristringer,6,5,1,6,2,726,,sharp,6,5,1,5,1,716,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,gonzui,165,alpha,TRUE,,,,,100,,,,,0,,,longblaster,9,6,3,3,2,528,,longblaster,11,8,3,3,2,833,,screwslosher,8,1,7,5,3,603,,kugelschreiber,10,7,3,4,2,521,,hydra,6,5,1,3,3,632,,quadhopper_black,6,3,3,7,0,452,,screwslosher,5,5,0,5,1,650,,bottlegeyser,2,2,0,7,0,367,
Drizzle Season 2022,2022-09-30T02:00:00+00:00,1.1.2,bankara_challenge,hoko,namero,309,bravo,FALSE,,,,,70,,,,,71,,,longblaster,7,5,2,9,2,939,,longblaster,16,10,6,6,4,1147,,sshooter,13,12,1,10,4,1174,,kugelschreiber,7,6,1,10,1,793,,splatroller,6,5,1,8,1,1040,,maneuver,14,13,1,10,3,1037,,liter4k,10,8,2,4,3,1080,,hokusai,13,9,4,11,2,1063,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,yagara,161,bravo,TRUE,,,,,0,,,,,100,,,nzap85,6,4,2,4,4,939,,carbon,8,8,0,4,1,548,,hydra,2,1,1,2,3,745,,nzap85,4,0,4,4,2,658,,drivewiper,8,6,2,3,4,808,,hissen,5,2,3,2,3,703,,screwslosher,5,3,2,3,3,887,,bold,3,3,0,5,3,538,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,zatou,154,bravo,TRUE,,,,,0,,,,,100,,,nzap85,3,3,0,3,3,764,,hydra,4,3,1,2,4,738,,sshooter,3,3,0,6,3,889,,dualsweeper,3,0,3,5,2,559,,barrelspinner,10,7,3,1,4,1050,,sshooter,6,3,3,3,2,658,,longblaster,4,4,0,1,2,605,,dynamo,2,2,0,4,1,491,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,zatou,300,alpha,FALSE,,,,,99,,,,,89,,,heroshooter_replica,8,6,2,7,4,1204,,explosher,21,13,8,5,6,1708,,lact450,8,6,2,5,9,1709,,heroshooter_replica,8,7,1,7,5,1204,,52gal,12,11,1,8,5,1270,,barrelspinner,5,4,1,4,7,1455,,bucketslosher,8,6,2,12,5,1347,,tristringer,5,3,2,8,5,1153,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,yagara,323,alpha,FALSE,,,,,87,,,,,86,,,heroshooter_replica,9,8,1,8,5,1593,,hokusai,12,10,2,7,7,1639,,explosher,9,4,5,6,6,2047,,wakaba,6,5,1,10,5,1504,,bucketslosher,15,14,1,7,7,1932,,nautilus47,7,4,3,5,5,1637,,maneuver,8,6,2,6,5,1427,,heroshooter_replica,8,7,1,9,4,1715,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,yagara,293,alpha,TRUE,,,,,100,,,,,0,,,heroshooter_replica,16,13,3,6,6,1379,,nautilus47,21,11,10,3,4,1201,,explosher,16,9,7,7,4,1371,,heroshooter_replica,12,8,4,7,4,1260,,bucketslosher,10,8,2,10,5,1458,,nzap85,8,6,2,9,4,1143,,bucketslosher,9,6,3,14,5,1285,,tristringer,6,3,3,8,6,1074,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,zatou,86,bravo,TRUE,,,,,0,,,,,100,,,heroshooter_replica,3,2,1,3,2,475,,nautilus47,2,1,1,4,0,291,,liter4k,2,2,0,4,0,231,,l3reelgun,0,0,0,4,1,394,,longblaster,8,7,1,2,1,354,,screwslosher,5,0,5,0,2,556,,sshooter,7,5,2,1,1,385,,hydra,3,3,0,2,0,288,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,zatou,227,bravo,TRUE,,,,,0,,,,,100,,,heroshooter_replica,8,6,2,6,5,1091,,52gal,11,7,4,9,5,993,,tristringer,8,4,4,7,3,723,,nautilus47,8,5,3,7,3,869,,hokusai,13,12,1,6,3,865,,explosher,1,0,1,5,3,1053,,hokusai,10,9,1,5,2,898,,sharp,9,8,1,6,4,1119,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,zatou,318,bravo,FALSE,,,,,80,,,,,97,,,heroshooter_replica,14,11,3,6,6,1496,,nautilus47,16,10,6,10,4,1035,,explosher,15,6,9,6,6,1761,,heroshooter_replica,9,7,2,9,4,1218,,dynamo,19,7,12,8,7,1595,,kelvin525,13,10,3,10,4,1172,,longblaster,12,9,3,7,5,1144,,screwslosher,8,5,3,9,6,1401,
Drizzle Season 2022,2022-09-30T04:00:00+00:00,1.1.2,bankara_challenge,area,yagara,309,bravo,FALSE,S,,,,91,,,,,92,,,liter4k,5,4,1,7,2,1037,,kelvin525,13,13,0,11,5,1217,,furo,9,7,2,7,5,1504,,sshooter,7,6,1,7,5,1646,,52gal,14,14,0,11,1,1068,,wakaba,10,5,5,4,6,1776,,lact450,10,6,4,7,9,1684,,promodeler_mg,10,7,3,8,4,1266,
