# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,x-power,our-inked,our-ink-percent,our-count,our-color,our-theme,their-inked,their-ink-percent,their-count,their-color,their-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_open,nawabari,yagara,180,bravo,,,,3983,45.1,,,,3865,46.2,,,,screwslosher,3,3,0,3,2,979,,sshooter,6,3,3,2,4,1247,,dynamo,10,7,3,6,3,1002,,hissen,7,5,2,5,2,755,,pablo,7,6,1,4,4,1158,,sshooter,7,5,2,5,4,1101,,sshooter,4,2,2,5,3,878,,carbon,4,3,1,5,2,728,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_open,nawabari,yagara,180,alpha,,,,4352,56.8,,,,4285,37.8,,,,screwslosher,3,1,2,0,4,1191,,sharp,8,7,1,2,3,1131,,screwslosher,8,5,3,1,3,1017,,screwslosher,7,6,1,3,3,1013,,barrelspinner,1,1,0,4,2,1267,,variableroller,2,1,1,5,3,1242,,wakaba,3,3,0,4,3,999,,bold,0,0,0,6,2,777,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_open,nawabari,amabi,180,bravo,,,,3317,37.1,,,,3420,51.9,,,,screwslosher,0,0,0,1,3,1089,,bucketslosher,2,1,1,4,2,1014,,drivewiper,4,3,1,5,2,773,,sputtery,5,5,0,8,0,441,,sharp,5,2,3,2,3,1114,,sshooter,8,8,0,2,3,997,,liter4k_scope,3,3,0,2,3,698,,splatscope,5,5,0,3,2,611,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_open,nawabari,yagara,180,alpha,,,,3789,51.8,,,,3713,38.4,,,,tristringer,6,3,3,0,4,1008,,52gal,5,4,1,0,4,1094,,sharp,8,7,1,5,3,1061,,liter4k,3,2,1,2,2,626,,lact450,4,3,1,4,3,1098,,l3reelgun,0,0,0,4,3,962,,wakaba,0,0,0,4,3,845,,drivewiper,4,4,0,4,2,808,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_open,nawabari,yagara,180,alpha,,,,4269,52.1,,,,4220,41.8,,,,tristringer,3,1,2,0,4,1012,,promodeler_mg,5,5,0,1,3,1336,,nautilus47,5,2,3,2,3,980,,heroshooter_replica,7,7,0,4,2,941,,sharp,0,0,0,5,3,1283,,heroshooter_replica,4,4,0,3,3,1028,,lact450,2,0,2,3,3,1021,,bold,3,3,0,4,4,888,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_open,nawabari,yagara,180,bravo,,,,3582,34.2,,,,4134,60.6,,,,tristringer,5,3,2,2,3,806,,lact450,0,0,0,3,3,1191,,pablo,3,2,1,3,3,870,,squiclean_a,3,3,0,5,1,715,,bold,6,6,0,2,3,1358,,52gal,4,1,3,0,4,1249,,furo,0,0,0,0,3,872,,kelvin525,6,6,0,6,1,655,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_open,nawabari,amabi,180,alpha,,,,3806,50.2,,,,3911,42.9,,,,tristringer,1,1,0,2,3,869,,wakaba,6,5,1,2,3,1081,,sharp,4,4,0,3,3,972,,wakaba,3,2,1,5,1,884,,bold,6,6,0,3,4,1294,,52gal,5,5,0,4,3,1077,,wakaba,2,0,2,1,3,942,,liter4k_scope,1,1,0,4,2,598,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_open,nawabari,yagara,180,alpha,,,,3857,49.2,,,,3860,42.5,,,,splatscope,4,4,0,1,0,868,,explosher,2,2,0,2,3,1108,,jetsweeper,6,2,4,0,3,1017,,jetsweeper,8,5,3,5,1,864,,heroshooter_replica,3,2,1,2,4,1078,,parashelter,1,0,1,2,3,1031,,sshooter,3,3,0,4,3,1011,,nzap85,3,3,0,5,2,740,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,amabi,180,bravo,,,,4160,43.9,,,,4239,45.6,,,,lact450,6,6,0,2,5,1292,,barrelspinner,4,3,1,2,3,1270,,lact450,4,2,2,3,3,910,,jimuwiper,2,2,0,4,1,688,,lact450,3,2,1,4,4,1213,,lact450,3,3,0,2,5,1182,,hydra,3,3,0,1,4,1127,,drivewiper,4,3,1,6,0,717,
Drizzle Season 2022,2022-11-12T00:00:00+00:00,1.2.1,splatfest_challenge,nawabari,amabi,180,alpha,,,,4719,50.4,,,,4697,45.2,,,,lact450,2,2,0,2,5,1184,,sharp,6,5,1,3,3,1306,,lact450,1,0,1,3,4,1222,,dualsweeper,3,2,1,3,4,1007,,lact450,2,2,0,2,6,1471,,lact450,3,3,0,0,6,1307,,bold,3,3,0,4,4,978,,dualsweeper,4,3,1,3,3,941,
