# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,x-power,our-inked,our-ink-percent,our-count,our-color,our-theme,their-inked,their-ink-percent,their-count,their-color,their-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities
Drizzle Season 2022,2022-10-26T02:00:00+00:00,1.2.0,bankara_open,area,gonzui,147,alpha,TRUE,S,,,,100,,,,,0,,,dualsweeper,7,3,4,3,2,645,,prime,7,7,0,3,2,567,,52gal,5,5,0,4,1,533,,sputtery,5,3,2,5,1,380,,hokusai,8,8,0,5,3,797,,promodeler_mg,2,1,1,3,2,714,,dualsweeper,3,3,0,4,1,415,,nzap85,3,3,0,6,0,562,
Drizzle Season 2022,2022-10-26T02:00:00+00:00,1.2.0,bankara_open,area,gonzui,272,alpha,TRUE,S,,,,100,,,,,0,,,dualsweeper,8,3,5,6,3,1121,,barrelspinner,14,9,5,3,4,1141,,52gal,14,10,4,5,4,1020,,promodeler_mg,12,10,2,6,3,1139,,explosher,7,4,3,6,5,1726,,prime,6,6,0,9,3,991,,drivewiper,5,5,0,6,4,1061,,52gal,5,5,0,11,1,680,
Drizzle Season 2022,2022-10-26T02:00:00+00:00,1.2.0,bankara_open,area,gonzui,255,alpha,TRUE,S,,,,100,,,,,0,,,dualsweeper,12,9,3,5,4,1192,,clashblaster,12,11,1,6,3,777,,52gal,6,3,3,4,3,938,,campingshelter,7,5,2,5,2,833,,furo,8,7,1,5,4,1224,,promodeler_mg,6,6,0,7,6,1359,,splatspinner,5,3,2,9,2,695,,hydra,5,4,1,7,2,713,
Drizzle Season 2022,2022-10-26T02:00:00+00:00,1.2.0,bankara_open,area,gonzui,263,bravo,TRUE,S,,,,0,,,,,100,,,dualsweeper,6,4,2,7,3,1142,,52gal,8,7,1,7,4,1016,,campingshelter,5,4,1,9,4,852,,52gal,5,4,1,5,5,1203,,barrelspinner,12,5,7,0,6,1657,,pablo,12,9,3,6,3,848,,52gal,10,6,4,4,4,1099,,sshooter,9,8,1,9,1,744,
Drizzle Season 2022,2022-10-26T04:00:00+00:00,1.2.0,bankara_open,asari,namero,319,bravo,FALSE,S,,,,20,,,,,42,,,dualsweeper,18,9,9,7,0,1164,,52gal,14,14,0,10,1,937,,bold,8,7,1,9,1,1066,,campingshelter,13,10,3,9,2,717,,sshooter,14,14,0,11,3,1276,,pablo,10,8,2,10,1,846,,carbon,9,8,1,8,0,653,,52gal,4,4,0,11,1,1042,
Drizzle Season 2022,2022-10-26T04:00:00+00:00,1.2.0,bankara_open,asari,kinmedai,300,alpha,FALSE,S,,,,62,,,,,40,,,dualsweeper,15,11,4,4,0,1413,,campingshelter,18,12,6,7,3,1177,,52gal,12,9,3,8,1,1089,,carbon,10,9,1,6,0,630,,pablo,10,9,1,10,1,949,,sshooter,10,8,2,11,1,1008,,52gal,6,6,0,10,2,985,,promodeler_mg,3,2,1,10,3,1395,
Drizzle Season 2022,2022-10-26T04:00:00+00:00,1.2.0,bankara_open,asari,namero,320,bravo,FALSE,S,,,,20,,,,,52,,,dualsweeper,15,11,4,9,0,1282,,campingshelter,9,6,3,9,4,856,,maneuver,5,4,1,12,0,783,,variableroller,7,7,0,11,2,847,,tristringer,13,9,4,4,5,1265,,screwslosher,14,11,3,8,1,841,,maneuver,10,9,1,7,1,741,,carbon,12,10,2,9,0,709,
Drizzle Season 2022,2022-10-26T04:00:00+00:00,1.2.0,bankara_open,asari,kinmedai,309,bravo,FALSE,S,,,,0,,,,,20,,,dualsweeper,8,6,2,6,2,1683,,52gal,13,11,2,12,0,1127,,campingshelter,7,5,2,12,3,1122,,hissen,7,5,2,11,3,1203,,explosher,30,23,7,3,5,2288,,promodeler_mg,12,7,5,7,2,1450,,52gal,14,9,5,7,1,725,,wakaba,6,2,4,10,2,956,
Drizzle Season 2022,2022-10-26T04:00:00+00:00,1.2.0,regular,nawabari,chozame,180,bravo,,,,3384,31.6,,,,3850,62.8,,,,liter4k,4,4,0,0,1,487,,pablo,5,4,1,6,3,1110,,pablo,1,1,0,4,2,953,,wakaba,0,0,0,3,2,834,,lact450,3,0,3,2,4,1107,,drivewiper,10,9,1,3,3,954,,furo,6,4,2,3,2,929,,lact450,0,0,0,2,4,860,
Drizzle Season 2022,2022-10-26T04:00:00+00:00,1.2.0,regular,nawabari,chozame,180,bravo,,,,3081,41.2,,,,3076,43.8,,,,liter4k,8,7,1,0,1,451,,bold,3,3,0,3,5,1476,,longblaster,10,9,1,4,2,688,,rapid,3,1,2,5,0,466,,lact450,2,2,0,2,3,811,,pablo,6,5,1,6,1,770,,furo,3,2,1,5,1,756,,pablo,3,3,0,7,1,739,
