# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,x-power,our-inked,our-ink-percent,our-count,our-color,our-theme,their-inked,their-ink-percent,their-count,their-color,their-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,yunohana,122,bravo,TRUE,C+,,,,0,,,,,100,,,sshooter,4,3,1,5,1,411,,sshooter,6,6,0,7,0,312,,liter4k,2,1,1,3,1,265,,sshooter,1,1,0,7,0,203,,sharp,12,11,1,2,1,447,,maneuver,7,5,2,4,0,341,,heroshooter_replica,5,4,1,2,0,456,,splatroller,2,2,0,3,0,241,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,namero,154,bravo,TRUE,C+,,,,0,,,,,100,,,sshooter,9,9,0,7,1,625,,sshooter,3,1,2,5,1,389,,variableroller,3,3,0,6,1,535,,promodeler_mg,0,0,0,5,1,655,,furo,13,8,5,1,2,699,,sshooter,8,6,2,5,2,491,,sshooter,7,5,2,6,2,568,,sputtery,6,4,2,1,0,473,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,namero,300,alpha,FALSE,C+,,,,94,,,,,56,,,sshooter,14,11,3,6,4,1158,,splatspinner,17,13,4,9,5,1188,,promodeler_mg,14,10,4,6,5,1217,,variableroller,14,11,3,2,4,1029,,jimuwiper,12,11,1,12,2,1184,,sputtery,3,3,0,12,2,1187,,hokusai,11,6,5,14,0,1059,,splatroller,6,3,3,7,5,1012,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,yunohana,258,bravo,TRUE,C+,,,,0,,,,,100,,,sshooter,10,9,1,10,2,633,,variableroller,8,8,0,5,4,866,,promodeler_mg,6,2,4,8,2,789,,liter4k_scope,6,4,2,5,3,662,,liter4k,6,3,3,2,4,844,,splatroller,10,10,0,9,1,744,,splatroller,9,9,0,6,1,561,,heroshooter_replica,7,6,1,6,3,700,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,namero,73,alpha,TRUE,C+,,,,100,,,,,0,,,sshooter,6,4,2,1,1,273,,pablo,5,4,1,1,1,348,,promodeler_mg,2,0,2,0,1,345,,quadhopper_black,3,2,1,0,1,336,,kelvin525,2,2,0,3,2,247,,variableroller,0,0,0,1,1,406,,variableroller,0,0,0,3,1,310,,sharp,0,0,0,3,0,220,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,namero,301,bravo,FALSE,C+,,,,73,,,,,87,,,sshooter,6,4,2,10,1,994,,pablo,17,15,2,11,6,1406,,promodeler_mg,9,8,1,9,7,1667,,quadhopper_black,10,9,1,7,4,1243,,variableroller,17,14,3,7,3,1326,,96gal,12,8,4,10,2,1022,,promodeler_mg,8,7,1,6,6,1662,,bold,11,8,3,13,4,1188,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,yunohana,86,alpha,TRUE,C+,,,,100,,,,,0,,,sshooter,5,4,1,0,1,374,,52gal,5,4,1,0,1,259,,quadhopper_black,1,0,1,1,1,331,,splatroller,2,2,0,0,1,282,,sharp,1,1,0,3,0,345,,splatcharger,0,0,0,0,1,276,,maneuver,0,0,0,3,0,280,,promodeler_mg,0,0,0,4,1,340,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,yunohana,109,bravo,TRUE,C+,,,,0,,,,,100,,,sshooter,2,2,0,5,2,412,,splatroller,4,4,0,4,1,287,,quadhopper_black,1,1,0,3,1,453,,52gal,0,0,0,4,0,309,,furo,6,4,2,2,1,434,,52gal,6,6,0,3,0,362,,dualsweeper,4,3,1,1,1,368,,furo,4,3,1,1,1,393,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_challenge,area,yunohana,136,bravo,TRUE,C+,,,,0,,,,,100,,,sshooter,5,5,0,5,1,472,,quadhopper_black,1,1,0,4,1,492,,52gal,3,3,0,4,1,460,,pablo,3,3,0,5,0,357,,dualsweeper,10,6,4,3,2,598,,furo,9,6,3,3,2,597,,furo,5,3,2,3,1,462,,nzap85,5,3,2,3,1,451,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_open,yagura,kinmedai,119,alpha,TRUE,S+ 0,,,,100,,,,,0,,,sputtery,8,6,2,1,3,498,,52gal,7,6,1,2,3,477,,screwslosher,8,4,4,1,2,636,,furo,4,3,1,3,3,645,,hokusai,4,3,1,5,0,475,,quadhopper_black,3,3,0,6,0,398,,pablo,0,0,0,4,2,670,,splatcharger,1,1,0,4,0,371,
Drizzle Season 2022,2022-10-28T02:00:00+00:00,1.2.0,bankara_open,yagura,kinmedai,300,alpha,FALSE,S+ 0,,,,81,,,,,77,,,sputtery,12,12,0,8,2,696,,variableroller,10,6,4,9,5,1433,,dualsweeper,13,6,7,5,4,1354,,prime,16,11,5,9,1,1009,,splatcharger,11,11,0,7,1,847,,screwslosher,11,8,3,8,4,1326,,tristringer,10,6,4,6,5,1076,,splatroller,7,6,1,15,2,825,
