Datetime,Username,Url,Rule,Disconnected
2022-12-15 03:35:53+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/4204912f-d53e-48cf-9ca1-9c42e95337b7,area,False
2022-12-15 03:33:20+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/5e6beddc-a508-4932-9bf5-c720de00bab3,area,False
2022-12-15 03:31:15+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/4e374484-7276-4eb2-a868-a0e42a02b12f,area,False
2022-12-15 03:29:28+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/52c7e1a7-9932-4041-b6f7-f5e44f3bbf7c,area,False
2022-12-15 03:24:26+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/4c8a1e42-0ca8-4bab-af7e-cd89c8b65c6f,area,False
2022-12-15 03:23:52+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/4002b679-1bf2-4aec-9796-18d3b5eaefe5,area,False
2022-12-15 03:21:14+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/9bb16291-cf3b-4bf5-9a1d-f2fdd1cf6c3e,area,False
2022-12-15 03:17:28+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/2a23414c-fec6-4147-938d-8e26b07296bf,area,False
2022-12-15 03:17:24+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/ee57a314-49ca-4818-8300-8cc1522c8263,area,False
2022-12-15 03:13:43+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/e2871edd-3a9a-4da9-81d4-ef3974fa4c09,area,False
2022-12-15 03:12:55+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/e9d17724-f48d-4618-821b-1b9b499ad38e,area,False
2022-12-15 03:10:23+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/3909882e-58ee-4663-b422-b26db9a40425,area,False
2022-12-15 03:09:05+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/efd73692-36ab-4362-9fe8-03b1a99b7241,area,False
2022-12-15 03:05:23+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/32a8c91d-eb43-442b-a4fb-d5eb1b759cf3,asari,False
2022-12-15 03:01:49+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/fc6e1d4d-ed9c-47d8-b26c-f200afca264f,asari,False
2022-12-15 02:58:28+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/7160182b-a231-4bd4-aad6-6f5b92d076a4,asari,False
2022-12-15 02:55:10+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/ee9b58e7-da33-4e0a-b716-e00f321e2f0a,asari,False
2022-12-15 02:52:05+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/f573d067-6602-4a9f-8e80-67152f267bbf,asari,False
2022-12-15 02:48:18+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/db6d1228-2155-4f00-9516-cc2efe1a22b2,asari,False
2022-12-15 02:46:37+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/41480d17-7248-4718-97a3-73fef8f93ac2,asari,False
2022-12-15 02:41:38+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/c4344c27-b1b7-42a7-985b-4a41b82bccd5,asari,False
2022-12-15 02:40:21+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/264ae4b3-558e-4778-b0b6-d6d46fda2046,asari,False
2022-12-15 02:34:34+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/ea6458e5-235d-4d31-a2d0-272100b76c40,asari,False
2022-12-15 02:33:11+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/8cddd0c7-5a3b-4059-8e4f-e50ef127d29e,asari,False
2022-12-15 02:27:48+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/378a5089-93f7-4de0-a850-adbf8e3362d2,asari,True
2022-12-15 02:24:16+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/f035886a-4d31-44fd-9f5e-2eb7674c715f,asari,False
2022-12-15 02:21:37+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/badddcf4-9119-4b2c-bf08-e4b5b5334988,asari,False
2022-12-15 02:17:51+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/efb3c574-5c28-477b-81e4-a1715f00b999,asari,False
2022-12-15 02:16:06+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/5e41ccdb-7688-4ffc-8e0d-13ec5f705c1b,asari,False
2022-12-15 02:11:19+09:00,Splatnet,https://stat.ink/@Splatnet/spl3/88474110-2b3e-46ef-a280-ab1546a43caf,asari,False
2022-12-15 02:09:07+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/4be97f79-fd4c-46c2-9cb3-1994f446b13a,asari,False
2022-12-15 02:02:43+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/fe3062e8-a8fa-4712-b832-0ceef00348ab,asari,False
2022-12-15 02:01:22+09:00,mario64iscool2,https://stat.ink/@mario64iscool2/spl3/93758329-bc2c-4a2b-ba0d-f28feedb3a80,asari,False
2022-12-15 01:56:23+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/c762275f-cb36-4dfe-b00e-34561b177f1a,asari,False
2022-12-15 01:51:42+09:00,mario64iscool2,https://stat.ink/@mario64iscool2/spl3/86b38387-305a-4887-8210-576ed3637d7c,asari,False
2022-12-15 01:50:11+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/14501d14-5fcc-4446-a26b-47cd76138ca9,asari,False
2022-12-15 01:44:16+09:00,mario64iscool2,https://stat.ink/@mario64iscool2/spl3/901c3135-d058-4886-97eb-70d16dcf4ebe,asari,False
2022-12-15 01:43:48+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/f44a407f-7c8c-4a90-8df4-a7327a9dc0b0,asari,False
2022-12-15 01:37:05+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/d8e22d8d-3e61-4a69-b9df-9d42370481e7,asari,False
2022-12-15 01:30:33+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/cc9327d6-348c-45c3-904d-7ddcb7452822,asari,False
2022-12-15 01:30:29+09:00,mario64iscool2,https://stat.ink/@mario64iscool2/spl3/1bc2bea5-891a-421d-887b-0e34b1a1aa1f,asari,False
2022-12-15 01:23:44+09:00,mario64iscool2,https://stat.ink/@mario64iscool2/spl3/c6761607-b58f-4a11-ad3f-002f9c7a68e7,asari,False
2022-12-15 01:23:38+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/144f87ec-c1a3-4403-a82c-12d9976bf517,asari,False
2022-12-15 01:17:14+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/2058f141-6b88-46cc-99cc-5308f5de32bb,asari,False
2022-12-15 01:16:41+09:00,mario64iscool2,https://stat.ink/@mario64iscool2/spl3/ebcd76a2-c6fd-44dc-b9dd-51ae6a1e8e63,asari,False
2022-12-15 01:11:43+09:00,mario64iscool2,https://stat.ink/@mario64iscool2/spl3/d27d067c-82d2-414b-8dc9-20d4dec05e4e,asari,False
2022-12-15 01:10:44+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/5db7e561-faf6-4e3a-b955-b830221c1d92,asari,False
2022-12-15 01:07:10+09:00,mario64iscool2,https://stat.ink/@mario64iscool2/spl3/d8257529-af76-452e-9d74-778b9740bdeb,asari,False
2022-12-15 01:06:07+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/e0596b42-0def-4b54-9ff2-1348a103e3f7,asari,False
2022-12-15 01:02:28+09:00,shiomimanju,https://stat.ink/@shiomimanju/spl3/fb3a6547-28ed-4a44-a1a0-45fc7a8054d4,hoko,False
2022-12-15 00:55:54+09:00,shiomimanju,https://stat.ink/@shiomimanju/spl3/725ef18d-1901-4197-a647-52820ccd5bd9,hoko,False
2022-12-15 00:51:50+09:00,shiomimanju,https://stat.ink/@shiomimanju/spl3/ec0d47ea-d210-4284-9410-3d0ead3f3245,hoko,False
2022-12-15 00:46:00+09:00,shiomimanju,https://stat.ink/@shiomimanju/spl3/3682467c-a3bd-4c73-b1d8-aa76f9bd3e8c,hoko,False
2022-12-15 00:40:25+09:00,shiomimanju,https://stat.ink/@shiomimanju/spl3/2c030331-f310-404b-afda-467231baa8c2,hoko,False
2022-12-15 00:00:43+09:00,ngxx_ga,https://stat.ink/@ngxx_ga/spl3/b42571fb-1a5b-44d6-b6e1-a33fcab838a1,hoko,False
2022-12-14 23:57:56+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/7388d2b0-84a6-41a4-95cb-2c5ff5b87dbc,hoko,False
2022-12-14 23:55:56+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/43fb66f2-a483-4b64-8685-9c2ce062d26f,hoko,False
2022-12-14 23:55:49+09:00,ore,https://stat.ink/@ore/spl3/478b9aa3-84f1-41d4-83c5-be9ab6d31d72,hoko,False
2022-12-14 23:54:40+09:00,YDKK,https://stat.ink/@YDKK/spl3/0a6d344b-a3eb-4350-a19f-de0a1df8e294,hoko,False
2022-12-14 23:54:18+09:00,inkognito,https://stat.ink/@inkognito/spl3/ec04649a-39ee-4701-867a-dd87a7238149,hoko,False
2022-12-14 23:54:15+09:00,ngxx_ga,https://stat.ink/@ngxx_ga/spl3/0bf47c1f-2dae-47d9-909d-ffaa1ca2982a,hoko,False
2022-12-14 23:50:48+09:00,kaoru5884,https://stat.ink/@kaoru5884/spl3/1fe0b155-f674-4eca-a0db-adcbd4414f38,hoko,False
2022-12-14 23:49:33+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/597db3db-6785-40c1-93d4-7f175cd1db07,hoko,False
